,Name,label
142,Abdalla,0
143,Abdallah,0
144,Abdank-Kossovsky,0
145,Abdeev,0
146,Abdel,0
147,Abdel,0
148,Abdelah,0
149,Abdelaziz,0
150,Abdelkader,0
151,Abdelkrim,0
152,Abdellah,0
153,Abdellaoui,0
154,Abdelli,0
155,Abderrahaman,0
156,Abderrahim,0
157,Abderrahman,0
158,Abderrahmane,0
159,Abdeselam,0
160,Abdeslam,0
161,Abdessamie,0
162,Abdi,0
163,Abdildin,0
164,Abdon,0
165,Abdou,0
166,Abdoun,0
167,Abdrahimoff,0
168,Abdrahimov,0
169,Abdrahmanoff,0
170,Abdrahmanov,0
171,Abdrakhimoff,0
172,Abdrakhimov,0
173,Abdrakhmanoff,0
174,Abdrakhmanov,0
175,Abdrashitoff,0
176,Abdrashitov,0
177,Abdrazakoff,0
178,Abdrazakov,0
179,Abdul,0
180,Abdula,0
181,Abdulaev,0
182,Abdulatipoff,0
183,Abdulatipov,0
184,Abdulazizoff,0
185,Abdulazizov,0
186,Abdulbasiroff,0
187,Abdulbasirov,0
188,Abdulbekoff,0
189,Abdulbekov,0
190,Abdulgapuroff,0
191,Abdulgapurov,0
192,Abdulgaziev,0
193,Abdulhabiroff,0
194,Abdulhabirov,0
195,Abdulin,0
196,Abdulkadyroff,0
197,Abdulkadyrov,0
198,Abdulkhabiroff,0
199,Abdulkhabirov,0
200,Abdulladjanov,0
201,Abdulladzhanoff,0
202,Abdulladzhanov,0
203,Abdullaev,0
204,Abdullah,0
205,Abdullin,0
206,Abduloff,0
207,Abdulov,0
208,Abdulrahmanoff,0
209,Abdulrahmanov,0
210,Abdulrakhmanoff,0
211,Abdulrakhmanov,0
212,Abdurahmanoff,0
213,Abdurahmanov,0
214,Abdurakhmanoff,0
215,Abdurakhmanov,0
216,Abeal,0
217,Abecassis,0
218,Abechuco,0
219,Abecia,0
220,Abed,0
221,Abegg,0
222,Abegyan,0
223,Abeijon,0
224,Abeja,0
225,Abejon,0
226,Abel,0
227,Abela,0
228,Abelaira,0
229,Abelairas,0
230,Abeldt,0
231,Abeldyaev,0
232,Abele,0
233,Abeledo,0
234,Abelein,0
235,Abeleira,0
236,Abelen,0
237,Abelenda,0
238,Abelev,0
239,Abelhans,0
240,Abelho,0
241,Abeling,0
242,Abella,0
243,Abellan,0
244,Abellaneda,0
245,Abellas,0
246,Abelleira,0
247,Abello,0
248,Abellon,0
249,Abelman,0
250,Abelmann,0
251,Abelmazoff,0
252,Abelmazov,0
253,Abeln,0
254,Abels,0
255,Abelsky,0
256,Abelson,0
257,Abelt,0
258,Abeltsev,0
259,Abelyan,0
260,Abendaño,0
261,Abendana,0
262,Abengozar,0
263,Abenia,0
264,Abenojar,0
265,Abenoza,0
266,Abenza,0
267,Aberasturi,0
268,Aberirizquieta,0
269,Aberkan,0
270,Aberkane,0
271,Aberke,0
272,Aberl,0
273,Aberle,0
274,Aberlein,0
275,Aberli,0
276,Aberlieb,0
277,Aberson,0
278,Aberspach,0
279,Abert,0
280,Abertasov,0
281,Aberturas,0
282,Aberzuss,0
283,Abesadze,0
284,Abeso,0
285,Abete,0
286,Abezgauz,0
287,Abgarjan,0
288,Abgaryan,0
289,Abgrall,0
290,Abia,0
291,Abiaga,0
292,Abian,0
293,Abibulaev,0
294,Abid,0
295,Abida,0
296,Abidi,0
297,Abidoff,0
298,Abidov,0
299,Abiega,0
300,Abietar,0
301,Abih,0
302,Abikh,0
303,Abil,0
304,Abilhoo,0
305,Abilio,0
306,Abilleira,0
307,Abin,0
308,Abinzano,0
309,Abio,0
310,Abirisqueta,0
311,Abisaloff,0
312,Abisalov,0
313,Abitbol,0
314,Abito,0
315,Abitoff,0
316,Abitov,0
317,Abitz,0
318,Abitzsch,0
319,Abizanda,0
320,Abjaliloff,0
321,Abjalilov,0
322,Abkin,0
323,Abl,0
324,Ablaev,0
325,Ablanedo,0
326,Ablanque,0
327,Ablassmeier,0
328,Able,0
329,Ablesimoff,0
330,Ablesimov,0
331,Abletsoff,0
332,Abletsov,0
333,Ableuhoff,0
334,Ableuhov,0
335,Ableukhoff,0
336,Ableukhov,0
337,Abloff,0
338,Ablov,0
339,Ablyakimoff,0
340,Ablyakimov,0
341,Ablyazov,0
342,Aboa,0
343,Aboal,0
344,Aboev,0
345,Aboff,0
346,Aboimoff,0
347,Aboimov,0
348,Aboitiz,0
349,Abolafia,0
350,Abolafio,0
351,Abolihin,0
352,Abolikhin,0
353,Abolin,0
354,Abolins,0
355,Abollado,0
356,Abollo,0
357,Abon,0
358,Abona,0
359,Aborrea,0
360,Abos,0
361,Abou,0
362,Aboufaris,0
363,Abov,0
364,Abovin,0
365,Abovyan,0
366,Aboy,0
367,Aboyantsev,0
368,Abrabanel,0
369,Abragam,0
370,Abragamson,0
371,Abraham,0
373,Abrahams,0
374,Abrahimoff,0
375,Abrahimov,0
376,Abrahm,0
377,Abrahman,0
378,Abrahmsohn,0
379,Abrain,0
380,Abraira,0
381,Abrajevich,0
382,Abrakhimoff,0
383,Abrakhimov,0
384,Abraldes,0
385,Abram,0
386,Abramchikoff,0
387,Abramchikov,0
388,Abramchuk,0
389,Abramczy,0
390,Abrameitsev,0
391,Abramenko,0
392,Abramenkoff,0
393,Abramenkov,0
394,Abrami,0
395,Abramin,0
396,Abramkoff,0
397,Abramkov,0
398,Abramoff,0
399,Abramov,0
400,Abramovich,0
401,Abramovitch,0
402,Abramovsky,0
403,Abramowich,0
404,Abramowitch,0
405,Abramowitz,0
406,Abramowsky,0
407,Abrams,0
408,Abramsk,0
409,Abramsky,0
410,Abramsohn,0
411,Abramson,0
412,Abramtchikoff,0
413,Abramtchikov,0
414,Abramtchuk,0
415,Abramtsev,0
416,Abramyan,0
417,Abranches,0
418,Abrante,0
419,Abrantes,0
420,Abraroff,0
421,Abrarov,0
422,Abrashin,0
423,Abrashitov,0
424,Abrasimoff,0
425,Abrasimov,0
426,Abraul,0
427,Abravanel,0
428,Abravaneln,0
429,Abrayn,0
430,Abrazhevich,0
431,Abrecht,0
432,Abrega,0
433,Abrego,0
434,Abreu,0
435,Abrikosoff,0
436,Abrikosov,0
437,Abril,0
438,Abrines,0
439,Abrino,0
440,Abrio,0
441,Abrisketa,0
442,Abrisqueta,0
443,Abrisquieta,0
444,Abronheiro,0
445,Abrosimoff,0
446,Abrosimov,0
447,Abroskin,0
448,Abrosoff,0
449,Abrosov,0
450,Abruñedo,0
451,Abrudan,0
452,Abrukov,0
453,Abrunheiro,0
454,Abrunhosa,0
455,Absalom,0
456,Absalyamoff,0
457,Absalyamov,0
458,Absattaroff,0
459,Absattarov,0
460,Absatz,0
461,Abselam,0
462,Abstreiter,0
463,Abu,0
464,Abubakar,0
465,Abubakiroff,0
466,Abubakirov,0
467,Abubekeroff,0
468,Abubekerov,0
469,Abucha,0
470,Abudihin,0
471,Abudikhin,0
472,Abudo,0
473,Abudraham,0
474,Abuelo,0
475,Abugoff,0
476,Abugov,0
477,Abuhoff,0
478,Abuhov,0
479,Abuin,0
480,Abukhoff,0
481,Abukhov,0
482,Abuladze,0
483,Abulafia,0
484,Abulgatin,0
485,Abulhanoff,0
486,Abulhanov,0
487,Abuli,0
488,Abulkhanoff,0
489,Abulkhanov,0
490,Abulmambetoff,0
491,Abulmambetov,0
492,Aburruza,0
493,Aburto,0
494,Aburuza,0
495,Abushenko,0
496,Abutaliev,0
497,Abuzoff,0
498,Abuzov,0
499,Abylgaziev,0
500,Abyshev,0
501,Abyzgiddin,0
502,Abyzoff,0
503,Abyzov,0
504,Abzaev,0
505,Abzgildin,0
506,Abzhaliloff,0
507,Abzhalilov,0
508,Abzug,0
509,Abzyaparoff,0
510,Abzyaparov,0
511,Acacio,0
512,Acafroo,0
513,Acal,0
514,Acampora,0
515,Acaro,0
516,Acarregui,0
517,Acarreta,0
518,Acasuso,0
519,Acatrinei,0
520,Accardi,0
521,Accardo,0
522,Accensi,0
523,Accion,0
524,Accogli,0
525,Accorsi,0
526,Aceña,0
527,Acebal,0
528,Acebedo,0
529,Acebes,0
530,Acebo,0
531,Acebron,0
532,Aced,0
533,Acedo,0
534,Acedos,0
535,Aceiton,0
536,Aceituna,0
537,Aceituno,0
538,Acejo,0
539,Acel,0
540,Acelain,0
541,Acemel,0
542,Acera,0
543,Acerecho,0
544,Acereda,0
545,Acerete,0
546,Acero,0
547,Acevedo,0
548,Aceves,0
549,Acha,0
550,Achab,0
551,Achada,0
552,Achaerandio,0
553,Achaga,0
554,Achahbar,0
555,Achahboun,0
556,Achalandabaso,0
557,Achalhi,0
558,Achando,0
559,Acharan,0
560,Achard,0
561,Acharki,0
562,Achas,0
563,Achcenich,0
564,Achesaeta,0
565,Achiaga,0
566,Achica,0
567,Achig,0
568,Achim,0
569,Achirica,0
570,Achnet,0
571,Achnit,0
572,Achnitz,0
573,Achon,0
574,Achotegui,0
575,Achour,0
576,Achouri,0
577,Achselrad,0
578,Achsnich,0
579,Achtelik,0
580,Achtenicht,0
581,Achteren,0
582,Achthoven,0
583,Achtnich,0
584,Achtnicht,0
585,Achtnichts,0
586,Achtsnicht,0
587,Achtsnichts,0
588,Achtsnick,0
589,Achtsnit,0
590,Achtzenich,0
591,Achtznich,0
592,Achtznick,0
593,Achucarro,0
594,Achuri,0
595,Achurra,0
596,Achurtegui,0
597,Achutegui,0
598,Acien,0
599,Acillona,0
600,Acilona,0
601,Acin,0
602,Acinas,0
603,Aciondo,0
604,Acitores,0
605,Ackary,0
606,Acker,0
607,Ackeren,0
608,Ackerhans,0
609,Ackerman,0
610,Ackermann,0
611,Ackmann,0
612,Ackroyd,0
613,Acon,0
614,Acorda,0
615,Acordaveazcoa,0
616,Acosta,0
617,Acqua,0
618,Acquaviva,0
619,Acton,0
620,Acuña,0
621,Acuñas,0
622,Acurcio,0
623,Acurio,0
624,Acuriola,0
625,Acutain,0
626,Acuyo,0
627,Ada,0
628,Adabash,0
629,Adabashian,0
630,Adabir,0
631,Adadurov,0
632,Adaes,0
633,Adaikin,0
634,Adair,0
635,Adaixo,0
636,Adaksin,0
637,Adalia,0
638,Adalid,0
639,Adam,0
640,Adamci,0
641,Adamczy,0
642,Adamczyk,0
643,Adame,0
644,Adamenko,0
645,Adames,0
646,Adamez,0
647,Adami,0
648,Adamiants,0
649,Adamidis,0
650,Adamishin,0
651,Adamo,0
652,Adamoff,0
653,Adamou,0
654,Adamov,0
655,Adamovich,0
656,Adamovitch,0
657,Adams,0
658,Adamski,0
659,Adamsky,0
660,Adamson,0
661,Adamus,0
662,Adamuz,0
663,Adamy,0
664,Adamyan,0
665,Adamyants,0
666,Adamyuk,0
667,Adan,0
668,Adanero,0
669,Adanet,0
670,Adanez,0
671,Adani,0
672,Adarchenko,0
673,Adaro,0
674,Adaroy,0
675,Adarraga,0
676,Adarve,0
677,Adaryukov,0
678,Adashev,0
679,Adashevski,0
680,Adashevsky,0
681,Adashik,0
682,Adda,0
683,Addams,0
684,Adderley,0
685,Addi,0
686,Addinall,0
687,Addis,0
688,Addison,0
689,Addley,0
690,Addou,0
691,Ade,0
692,Adel,0
693,Adelaide,0
694,Adelantado,0
695,Adele,0
696,Adelfinski,0
697,Adelfinsky,0
698,Adelgeim,0
699,Adelhanoff,0
700,Adelhanov,0
701,Adelhanyan,0
702,Adelhardt,0
703,Adelia,0
704,Adelina,0
705,Adelino,0
706,Adelkhanoff,0
707,Adelkhanov,0
708,Adelkhanyan,0
709,Adell,0
710,Adelman,0
711,Adelson,0
712,Adelsperger,0
713,Adelstein,0
714,Adelt,0
715,Adelung,0
716,Adem,0
717,Ademe,0
718,Aden,0
719,Adena,0
720,Ader,0
721,Aderhold,0
722,Aderihin,0
723,Aderikhin,0
724,Aderkas,0
725,Aderson,0
726,Adeva,0
727,Adevides,0
728,Adevinha,0
729,Adey,0
730,Adfeld,0
731,Adibekjan,0
732,Adibekoff,0
733,Adibekov,0
734,Adiego,0
735,Adiev,0
736,Adigamoff,0
737,Adigamov,0
738,Adil,0
739,Adillon,0
740,Adiloff,0
741,Adilov,0
742,Adinolfi,0
743,Adir,0
744,Adjaloff,0
745,Adjalov,0
746,Adjei,0
747,Adjemoff,0
748,Adjemov,0
749,Adjemyan,0
750,Adjubei,0
751,Adkins,0
752,Adlam,0
753,Adler,0
754,Adlerberg,0
755,Adleroff,0
756,Adlerov,0
757,Adlkirchner,0
758,Adlkofer,0
759,Adlof,0
760,Adloff,0
761,Admakin,0
762,Admetlla,0
763,Admon,0
764,Admoni,0
765,Adnan,0
766,Adnani,0
767,Adno,0
768,Ado,0
769,Adodin,0
770,Adoduroff,0
771,Adodurov,0
772,Adoff,0
773,Adohin,0
774,Adokhin,0
775,Adolescenti,0
776,Adolf,0
777,Adolff,0
778,Adolffs,0
779,Adolfo,0
780,Adolfs,0
781,Adolph,0
782,Adolphe,0
783,Adolphs,0
784,Adomaitis,0
785,Adomat,0
786,Adones,0
787,Adoniev,0
788,Adonis,0
789,Adonoilom,0
790,Adonts,0
791,Adoo,0
792,Adoratski,0
793,Adoratsky,0
794,Adorna,0
795,Adorno,0
796,Adot,0
797,Adov,0
798,Adrada,0
799,Adrados,0
800,Adraoui,0
801,Adrega,0
802,Adria,0
803,Adrian,0
804,Adriankin,0
805,Adriano,0
806,Adrianoff,0
807,Adrianov,0
808,Adriasola,0
809,Adrichem,0
810,Adrien,0
811,Adrio,0
812,Adrioo,0
813,Adriyanoff,0
814,Adriyanov,0
815,Adro,0
816,Adroff,0
817,Adroher,0
818,Adrol,0
819,Adrov,0
820,Adrover,0
821,Adsett,0
822,Adsit,0
823,Adsuar,0
824,Adsuara,0
825,Adu,0
826,Adubeir,0
827,Aduloff,0
828,Adulov,0
829,Aduriz,0
830,Adurriaga,0
831,Adushkin,0
832,Advani,0
833,Adyan,0
834,Adylov,0
835,Adyrhaev,0
836,Adyrkhaev,0
837,Adzhaloff,0
838,Adzhalov,0
839,Adzhemoff,0
840,Adzhemov,0
841,Adzhemyan,0
842,Adzhubei,0
843,Aedo,0
844,Aedonitsky,0
845,Aenderl,0
846,Aengen,0
847,Aengenendt,0
848,Aengeneyndt,0
849,Aengenheiser,0
850,Aengenheyster,0
851,Aengenoordt,0
852,Aengenvoort,0
853,Aers,0
854,Afailal,0
855,Afakir,0
856,Afan,0
857,Afan,0
858,Afanador,0
859,Afecto,0
860,Aff,0
861,Affelt,0
862,Afia,0
863,Afif,0
864,Afilal,0
865,Afinowic,0
866,Afkir,0
867,Afonso,0
868,Afra,0
869,Africana,0
870,Africano,0
871,Africk,0
872,Afrom,0
873,Afzaal,0
874,Afzal,0
875,Agababoff,0
876,Agababov,0
877,Agababyan,0
878,Agabekoff,0
879,Agabekov,0
880,Agache,0
881,Agadjanoff,0
882,Agadjanov,0
883,Agadjanyan,0
884,Agadzhanoff,0
885,Agadzhanov,0
886,Agadzhanyan,0
887,Agaev,0
888,Agafonoff,0
889,Agafonov,0
890,Agahanyan,0
891,Agaigeldiev,0
892,Agakhanyan,0
893,Agakoff,0
894,Agakov,0
895,Agalakoff,0
896,Agalakov,0
897,Agalaradze,0
898,Agalaroff,0
899,Agalarov,0
900,Agaloff,0
901,Agalov,0
902,Agaltsoff,0
903,Agaltsov,0
904,Agamiroff,0
905,Agamirov,0
906,Agamirzyan,0
907,Agamoff,0
908,Agamov,0
909,Aganbegyan,0
910,Aganoff,0
911,Aganov,0
912,Agante,0
913,Agapeev,0
914,Agaphonoff,0
915,Agaphonov,0
916,Agapie,0
917,Agapiev,0
918,Agapito,0
919,Agapitoff,0
920,Agapitov,0
921,Agapkin,0
922,Agapochkin,0
923,Agapoff,0
924,Agaponoff,0
925,Agaponov,0
926,Agapotchkin,0
927,Agapov,0
928,Agar,0
929,Agarev,0
930,Agarin,0
931,Agarkar,0
932,Agarkoff,0
933,Agarkov,0
934,Agarrado,0
935,Agarwal,0
936,Agaryshev,0
937,Agasalho,0
938,Agasaroff,0
939,Agasarov,0
940,Agashin,0
941,Agathe,0
942,Agatoff,0
943,Agatoo,0
944,Agatov,0
945,Agatyev,0
946,Agayan,0
947,Agayants,0
948,Agazzi,0
949,Agdaroff,0
950,Agdarov,0
951,Agea,0
952,Ageenko,0
953,Ageenkov,0
954,Ageev,0
955,Ageevets,0
956,Ageichev,0
957,Ageichik,0
958,Ageikin,0
959,Ageitchev,0
960,Ageitchik,0
961,Ageitos,0
962,Agelakos,0
963,Agell,0
964,Agena,0
965,Agenjo,0
966,Agenosoff,0
967,Agenosov,0
968,Ageshin,0
969,Agesta,0
970,Aggeev,0
971,Aggelen,0
972,Agharbi,0
973,Aghbalou,0
974,Aghmir,0
975,Agibaloff,0
976,Agibalov,0
977,Agila,0
978,Agilda,0
979,Agilera,0
980,Agin,0
981,Aginaga,0
982,Agirre,0
983,Agirre-Beitia,0
984,Agirre-Gabiria,0
985,Agirre-Zezeaga,0
986,Agirregomezkorta,0
987,Agirretxe,0
988,Agirrezabal,0
989,Agirrezabala,0
990,Agis,0
991,Agishev,0
992,Agitshtein,0
993,Aglinskas,0
994,Aglio,0
995,Agliullin,0
996,Agmir,0
997,Agnel,0
998,Agnelli,0
999,Agnelo,0
1000,Agnes,0
1001,Agnese,0
1002,Agneskirchner,0
1003,Agnischock,0
1004,Agnivtsev,0
1005,Agnoli,0
1006,Agoev,0
1007,Agoiz,0
1008,Agol,0
1009,Agon,0
1010,Agonia,0
1011,Agorreta,0
1012,Agoshkoff,0
1013,Agoshkov,0
1014,Agosi,0
1015,Agost,0
1016,Agosta,0
1017,Agosti,0
1018,Agostinelli,0
1019,Agostinha,0
1020,Agostinho,0
1021,Agostini,0
1022,Agostino,0
1023,Agosto,0
1024,Agote,0
1025,Agozi,0
1026,Agra,0
1027,Agrachev,0
1028,Agrafojo,0
1029,Agramoff,0
1030,Agramonte,0
1031,Agramov,0
1032,Agramunt,0
1033,Agranat,0
1034,Agranenko,0
1035,Agranoff,0
1036,Agranov,0
1037,Agranovich,0
1038,Agranovitch,0
1039,Agranovski,0
1040,Agranovsky,0
1041,Agranowich,0
1042,Agranowitch,0
1043,Agranowski,0
1044,Agranowsky,0
1045,Agras,0
1046,Agrasar,0
1047,Agrashev,0
1048,Agraso,0
1049,Agratchev,0
1050,Agratin,0
1051,Agrawal,0
1052,Agraz,0
1053,Agrba,0
1054,Agreda,0
1055,Agredano,0
1056,Agredo,0
1057,Agreira,0
1058,Agrela,0
1059,Agrelo,0
1060,Agrenev,0
1061,Agrest,0
1062,Agresti,0
1063,Agria,0
1064,Agrikoff,0
1065,Agrikov,0
1066,Agro,0
1067,Agromayor,0
1068,Agron,0
1069,Agronsky,0
1070,Agroskin,0
1071,Agteren,0
1072,Agthoven,0
1073,Agua,0
1074,Aguade,0
1075,Aguaded,0
1076,Aguadero,0
1077,Aguado,0
1078,Agualongo,0
1079,Aguar,0
1080,Aguareles,0
1081,Aguaron,0
1082,Aguas,0
1083,Aguaviva,0
1084,Aguayo,0
1085,Agud,0
1086,Agudelo,0
1087,Agudiez,0
1088,Agudin,0
1089,Agudo,0
1090,Agudoff,0
1091,Agudov,0
1092,Agueda,0
1093,Aguedo,0
1094,Aguelo,0
1095,Aguera,0
1096,Aguero,0
1097,Agueros,0
1098,Aguerre,0
1099,Aguerreberea,0
1100,Aguerri,0
1101,Agues,0
1102,Aguete,0
1103,Aguiñalde,0
1104,Aguiñiga,0
1105,Aguiño,0
1106,Agui,0
1107,Aguiar,0
1108,Aguila,0
1109,Aguilar,0
1110,Aguilarte,0
1111,Aguilella,0
1112,Aguilera,0
1113,Aguillo,0
1114,Aguilo,0
1115,Aguilocho,0
1116,Aguin,0
1117,Aguinaco,0
1118,Aguinaga,0
1119,Aguinagalde,0
1120,Aguinha,0
1121,Aguion,0
1122,Aguiran,0
1123,Aguiriano,0
1124,Aguirre,0
1125,Aguirreandia,0
1126,Aguirrebarrena,0
1127,Aguirrebeña,0
1128,Aguirrebeitia,0
1129,Aguirrebengoa,0
1130,Aguirreburralde,0
1131,Aguirreburualde,0
1132,Aguirreche,0
1133,Aguirregabiria,0
1134,Aguirregoicoa,0
1135,Aguirregoitia,0
1136,Aguirregomezcorta,0
1137,Aguirresarobe,0
1138,Aguirreurreta,0
1139,Aguirrezabaña,0
1140,Aguirrezabal,0
1141,Aguirrezabala,0
1142,Aguirrezabalaga,0
1143,Agujetas,0
1144,Agulha,0
1145,Agulian,0
1146,Agulla,0
1147,Agulleiro,0
1148,Agulles,0
1149,Agullo,0
1150,Agulnik,0
1151,Agumaa,0
1152,Agundez,0
1153,Agundo,0
1154,Agunte,0
1155,Agureev,0
1156,Agurski,0
1157,Agursky,0
1158,Agurto,0
1159,Agus,0
1160,Agustiño,0
1161,Agusti,0
1162,Agustin,0
1163,Agustina,0
1164,Agustino,0
1165,Agut,0
1166,Agutin,0
1167,Aguza,0
1168,Aguzaroff,0
1169,Aguzarov,0
1170,Agzamoff,0
1171,Agzamov,0
1172,Ahaddouch,0
1173,Ahamada,0
1174,Ahamed,0
1175,Ahannach,0
1176,Aharchi,0
1177,Aharram,0
1178,Aharrar,0
1179,Ahaus,0
1180,Ahavah,0
1181,Ahe,0
1182,Ahearn,0
1183,Ahedo,0
1185,Ahern,0
1186,Aherne,0
1187,Ahicart,0
1188,Ahidar,0
1189,Ahijado,0
1190,Ahijon,0
1191,Ahikam,0
1192,Ahis,0
1193,Ahitov,0
1194,Ahl,0
1195,Ahlborn,0
1196,Ahlbrand,0
1197,Ahlbrecht,0
1198,Ahlers,0
1199,Ahlert,0
1200,Ahmad,0
1201,Ahmed,0
1202,Ahmedov,0
1203,Ahmedova,0
1204,Ahn,0
1205,Ahnert,0
1206,Ahrend,0
1207,Ahrends,0
1208,Ahrendt,0
1209,Ahrendtz,0
1210,Ahrens,0
1211,Ahrent,0
1212,Ahrenz,0
1213,Ahrika,0
1214,Ahrndt,0
1215,Ahrnsen,0
1216,Ahrouch,0
1217,Ahrtz,0
1218,Ahsan,0
1219,Ahsen,0
1220,Ahufinger,0
1221,Ahuir,0
1222,Ahullo,0
1223,Ahumada,0
1224,Ahuvah,0
1225,Aiarza,0
1226,Aibar,0
1227,Aibeo,0
1228,Aicart,0
1229,Aich,0
1230,Aichbauer,0
1231,Aichberger,0
1232,Aichbichler,0
1233,Aiche,0
1234,Aicheberger,0
1235,Aichel,0
1236,Aichelberger,0
1237,Aichelburg,0
1238,Aichele,0
1239,Aichelen,0
1240,Aicheler,0
1241,Aichelin,0
1242,Aichelmann,0
1243,Aichelsreiter,0
1244,Aichemuller,0
1245,Aicher,0
1246,Aichert,0
1247,Aichhammer,0
1248,Aichhofer,0
1249,Aichholz,0
1250,Aichholzer,0
1251,Aichler,0
1252,Aichlmayr,0
1253,Aichlseder,0
1254,Aichmaier,0
1255,Aichmair,0
1256,Aichman,0
1257,Aichmann,0
1258,Aichmayr,0
1259,Aichmeier,0
1260,Aichmeyer,0
1261,Aichmuller,0
1262,Aichner,0
1263,Aichriedler,0
1264,Aichroth,0
1265,Aichwald,0
1266,Aichwalder,0
1267,Aiciondo,0
1268,Aicua,0
1269,Aido,0
1270,Aidos,0
1271,Aiel,0
1272,Aiello,0
1273,Aierbe,0
1274,Aierra,0
1275,Aiestaran,0
1276,Aige,0
1277,Aigenseer,0
1278,Aiglstorfer,0
1279,Aiguade,0
1280,Aijon,0
1281,Aikman,0
1282,Ailincai,0
1283,Aina,0
1284,Ainaga,0
1285,Ainciburu,0
1286,Aincioa,0
1287,Ainciondo,0
1288,Aineto,0
1289,Ainley,0
1290,Ainoza,0
1291,Ainsa,0
1292,Ainsworth,0
1293,Ainzioa,0
1294,Aio,0
1295,Aioanei,0
1296,Aipperspach,0
1297,Aiqua,0
1298,Aira,0
1299,Airaghi,0
1300,Airas,0
1301,Aird,0
1302,Aires,0
1303,Airey,0
1304,Airoldi,0
1305,Airoso,0
1306,Ais,0
1307,Aisa,0
1308,Aisen,0
1309,Aissa,0
1310,Aissaoui,0
1311,Ait,0
1312,Aitchison,0
1313,Aitken,0
1314,Aitzaga,0
1315,Aitzetmuller,0
1316,Aivar,0
1317,Aivazovski,0
1318,Aivazovsky,0
1319,Aix,0
1320,Aixa,0
1321,Aixala,0
1322,Aixela,0
1323,Aixendri,0
1324,Aixut,0
1325,Aizaga,0
1326,Aizcorbe,0
1328,Aizpeolea,0
1329,Aizpiri,0
1330,Aizpitarte,0
1331,Aizpun,0
1332,Aizpuru,0
1333,Aizpurua,0
1334,Aja,0
1335,Ajaev,0
1336,Ajamil,0
1337,Ajates,0
1338,Ajbar,0
1339,Ajdrna,0
1340,Ajenjo,0
1341,Ajiganoff,0
1342,Ajiganov,0
1343,Ajila,0
1344,Ajinoff,0
1345,Ajinov,0
1346,Ajmal,0
1347,Ajnikoff,0
1348,Ajnikov,0
1349,Ajo,0
1350,Ajogin,0
1351,Ajona,0
1352,Ajouaou,0
1353,Ajuda,0
1354,Ajuria,0
1355,Ajuriaguerra,0
1356,Akabiah,0
1357,Akachar,0
1358,Akalai,0
1359,Akarregi,0
1360,Akashia,0
1361,Akbar,0
1362,Akdi,0
1363,Akhazzan,0
